"json_file_name","lowlevel.average_loudness","metadata.audio_properties.length","metadata.audio_properties.replay_gain","rhythm.bpm","rhythm.onset_rate","tonal.chords_histogram.0","tonal.chords_histogram.1","tonal.chords_histogram.10","tonal.chords_histogram.11","tonal.chords_histogram.12","tonal.chords_histogram.13","tonal.chords_histogram.14","tonal.chords_histogram.15","tonal.chords_histogram.16","tonal.chords_histogram.17","tonal.chords_histogram.18","tonal.chords_histogram.19","tonal.chords_histogram.2","tonal.chords_histogram.20","tonal.chords_histogram.21","tonal.chords_histogram.22","tonal.chords_histogram.23","tonal.chords_histogram.3","tonal.chords_histogram.4","tonal.chords_histogram.5","tonal.chords_histogram.6","tonal.chords_histogram.7","tonal.chords_histogram.8","tonal.chords_histogram.9","tonal.hpcp.mean.0","tonal.hpcp.mean.1","tonal.hpcp.mean.10","tonal.hpcp.mean.11","tonal.hpcp.mean.12","tonal.hpcp.mean.13","tonal.hpcp.mean.14","tonal.hpcp.mean.15","tonal.hpcp.mean.16","tonal.hpcp.mean.17","tonal.hpcp.mean.18","tonal.hpcp.mean.19","tonal.hpcp.mean.2","tonal.hpcp.mean.20","tonal.hpcp.mean.21","tonal.hpcp.mean.22","tonal.hpcp.mean.23","tonal.hpcp.mean.24","tonal.hpcp.mean.25","tonal.hpcp.mean.26","tonal.hpcp.mean.27","tonal.hpcp.mean.28","tonal.hpcp.mean.29","tonal.hpcp.mean.3","tonal.hpcp.mean.30","tonal.hpcp.mean.31","tonal.hpcp.mean.32","tonal.hpcp.mean.33","tonal.hpcp.mean.34","tonal.hpcp.mean.35","tonal.hpcp.mean.4","tonal.hpcp.mean.5","tonal.hpcp.mean.6","tonal.hpcp.mean.7","tonal.hpcp.mean.8","tonal.hpcp.mean.9","tonal.key_key","tonal.key_scale","tonal.tuning_frequency"
"ab-duplicates100-2016-03-02/c9/c9b373a4-99cd-41c5-ab97-582a0906e304-0.json",0.953988790512,138.36000061,-13.8719024658,126.143165588,3.04236221313,17.477355957,24.3542442322,3.6900370121,2.61657166481,0.805098950863,0.436095267534,0,0,0,0.738007366657,0.570278406143,0.13418315351,3.92485737801,1.14055681229,0,0.167728945613,0,11.4391145706,3.15330433846,4.32740688324,0,24.0187854767,0.0335457883775,0.972827911377,0.304972201586,0.19258518517,0.143280044198,0.0966158360243,0.104023724794,0.100392356515,0.125783011317,0.171761676669,0.158965960145,0.120582826436,0.109035611153,0.132267177105,0.125429943204,0.268004447222,0.382261306047,0.289436578751,0.165002182126,0.118593245745,0.0914347395301,0.0955476388335,0.116683736444,0.155044168234,0.224229365587,0.122190982103,0.239019915462,0.170045360923,0.11820922792,0.110666379333,0.135874807835,0.255459427834,0.122423104942,0.188458010554,0.247887313366,0.193095728755,0.182416453958,0.210214331746,"A","minor",441.527557373
"ab-duplicates100-2016-03-02/c9/c9b373a4-99cd-41c5-ab97-582a0906e304-1.json",0.969048023224,136.653335571,-12.7535476685,125.909820557,3.05108594894,16.3383159637,17.1535320282,17.3233699799,7.33695650101,3.22690224648,1.90217387676,0,0,0,2.54755425453,0,0,3.19293475151,0.373641312122,0.339673906565,0.305706530809,0,10.9035329819,4.92527151108,4.34782600403,0.373641312122,8.32201099396,0.441576093435,0.645380437374,0.278740137815,0.1558175385,0.122484542429,0.0960155948997,0.100689098239,0.104109764099,0.144780650735,0.176322892308,0.148217797279,0.11560472101,0.110586598516,0.153925612569,0.11716350168,0.299680441618,0.358122318983,0.250665485859,0.158997133374,0.108785606921,0.0876045301557,0.0990081876516,0.121986530721,0.173437938094,0.239816620946,0.11295978725,0.23027446866,0.164703801274,0.125818178058,0.113852545619,0.170294523239,0.296630471945,0.124796390533,0.20894177258,0.239989161491,0.17161744833,0.176867708564,0.185251772404,"A","minor",442.804626465
"ab-duplicates100-2016-03-02/c9/c9b373a4-99cd-41c5-ab97-582a0906e304-10.json",0.969056844711,136.63999939,-12.7640228271,126.007278442,3.05866241455,16.40625,17.0176639557,17.2554340363,7.40489149094,3.32880425453,1.90217387676,0,0,0,2.68342399597,0,0,3.09103250504,0.339673906565,0.339673906565,0.271739125252,0,10.8016300201,4.99320650101,4.38179349899,0.407608687878,8.25407600403,0.441576093435,0.679347813129,0.278743475676,0.15580484271,0.122454889119,0.0960647761822,0.101018063724,0.104402966797,0.144910663366,0.176414862275,0.148307681084,0.115555599332,0.11052288115,0.153967529535,0.117292225361,0.29969599843,0.35813498497,0.250757455826,0.159134373069,0.108874805272,0.0876205563545,0.0989554896951,0.121937178075,0.173457190394,0.239889338613,0.113065816462,0.230321139097,0.164636597037,0.125841811299,0.113955467939,0.170296043158,0.296637475491,0.12480520457,0.209121912718,0.240137368441,0.171605870128,0.176841154695,0.185283824801,"A","minor",442.804626465
"ab-duplicates100-2016-03-02/c9/c9b373a4-99cd-41c5-ab97-582a0906e304-11.json",0.953988790512,138.36000061,-13.8719024658,126.143165588,3.04236221313,17.477355957,24.3542442322,3.6900370121,2.61657166481,0.805098950863,0.436095267534,0,0,0,0.738007366657,0.570278406143,0.13418315351,3.92485737801,1.14055681229,0,0.167728945613,0,11.4391145706,3.15330433846,4.32740688324,0,24.0187854767,0.0335457883775,0.972827911377,0.304972201586,0.192585140467,0.143280059099,0.0966158285737,0.104023724794,0.100392356515,0.125783011317,0.17176169157,0.158965975046,0.120582811534,0.109035603702,0.132267162204,0.125429943204,0.268004447222,0.382261306047,0.289436638355,0.165002167225,0.118593230844,0.0914347246289,0.0955476388335,0.116683728993,0.155044198036,0.224229350686,0.122190982103,0.239019930363,0.170045346022,0.118209220469,0.110666364431,0.135874822736,0.255459457636,0.12242308259,0.188458010554,0.247887313366,0.193095728755,0.182416409254,0.210214331746,"A","minor",441.527557373
"ab-duplicates100-2016-03-02/c9/c9b373a4-99cd-41c5-ab97-582a0906e304-12.json",0.940738260746,138.36000061,-9.21184921265,126.299720764,2.52927970886,12.5796709061,12.3113050461,0,0.167728945613,0.234820529819,0.0335457883775,4.22676944733,0,0.570278406143,0.100637368858,0.13418315351,0.939282119274,8.72190570831,0.738007366657,7.11170768738,5.56860113144,4.36095285416,6.74270391464,2.21402215958,5.93760490417,0,21.8047637939,1.14055681229,4.36095285416,0.244040951133,0.283917665482,0.176194414496,0.161132112145,0.13235424459,0.115205876529,0.108507938683,0.1314971596,0.169676750898,0.157783895731,0.126945614815,0.113672532141,0.228923588991,0.128277733922,0.212179496884,0.274198204279,0.26453641057,0.243515223265,0.163090139627,0.0939248949289,0.104979671538,0.120274081826,0.126224026084,0.176049157977,0.150131270289,0.17365925014,0.155558824539,0.127113744617,0.125345647335,0.159496843815,0.141985297203,0.126055061817,0.193394571543,0.238173618913,0.174257829785,0.15274040401,"A","minor",434.193115234
"ab-duplicates100-2016-03-02/c9/c9b373a4-99cd-41c5-ab97-582a0906e304-13.json",0.969040393829,136.63999939,-12.7549915314,126.004501343,3.05134510994,16.2364139557,17.2214679718,17.2214679718,7.26902151108,3.29483699799,1.86820650101,0,0,0,2.64945650101,0,0,3.05706524849,0.407608687878,0.339673906565,0.271739125252,0,10.9714670181,4.99320650101,4.31385850906,0.407608687878,8.38994598389,0.441576093435,0.645380437374,0.278602719307,0.155769839883,0.122613616288,0.0959795936942,0.100594356656,0.104096390307,0.144940435886,0.17655095458,0.148207783699,0.115534864366,0.110515616834,0.153873816133,0.11706404388,0.299676507711,0.35812485218,0.2505671978,0.158931016922,0.108771696687,0.0875112935901,0.0990137532353,0.122147805989,0.173555210233,0.239867016673,0.11289614439,0.230289667845,0.164626121521,0.125767186284,0.113800443709,0.17020380497,0.296482056379,0.124838724732,0.208936974406,0.240035071969,0.171680361032,0.176883652806,0.185331329703,"A","minor",442.804626465
"ab-duplicates100-2016-03-02/c9/c9b373a4-99cd-41c5-ab97-582a0906e304-14.json",0.966229021549,136.673721313,-8.17552947998,126.05128479,3.13103818893,1.29032254219,3.53140926361,0.373514443636,0.882852315903,0.916808128357,0.645161271095,5.80645179749,1.15449917316,4.78777599335,0.475382000208,0.0339558571577,2.0033955574,17.4872665405,2.20713067055,12.1222410202,4.00679111481,8.55687618256,5.84040737152,1.1205432415,2.13921904564,1.39219009876,0.101867571473,0.0339558571577,23.0899829865,0.18289154768,0.20402495563,0.134160086513,0.109389185905,0.108812078834,0.131485357881,0.142303884029,0.139491066337,0.137621849775,0.12759976089,0.114580333233,0.115768119693,0.170647412539,0.135965764523,0.173345118761,0.196432709694,0.27371263504,0.355704545975,0.271944016218,0.156268015504,0.125401765108,0.124269776046,0.129770934582,0.152569025755,0.149720713496,0.172657072544,0.182346388698,0.174672752619,0.149650290608,0.145554512739,0.160344362259,0.192077204585,0.261479496956,0.26676890254,0.198919132352,0.15588504076,"A","minor",434.193115234
"ab-duplicates100-2016-03-02/c9/c9b373a4-99cd-41c5-ab97-582a0906e304-15.json",0.940738260746,138.36000061,-9.21184921265,126.299720764,2.52927970886,12.5796709061,12.3113050461,0,0.167728945613,0.234820529819,0.0335457883775,4.22676944733,0,0.570278406143,0.100637368858,0.13418315351,0.939282119274,8.72190570831,0.738007366657,7.11170768738,5.56860113144,4.36095285416,6.74270391464,2.21402215958,5.93760490417,0,21.8047637939,1.14055681229,4.36095285416,0.244040951133,0.283917665482,0.176194414496,0.161132112145,0.13235424459,0.115205876529,0.108507938683,0.1314971596,0.169676750898,0.157783895731,0.126945614815,0.113672532141,0.228923588991,0.128277733922,0.212179496884,0.274198204279,0.26453641057,0.243515223265,0.163090139627,0.0939248949289,0.104979671538,0.120274081826,0.126224026084,0.176049157977,0.150131270289,0.17365925014,0.155558824539,0.127113744617,0.125345647335,0.159496843815,0.141985297203,0.126055061817,0.193394571543,0.238173618913,0.174257829785,0.15274040401,"A","minor",434.193115234
"ab-duplicates100-2016-03-02/c9/c9b373a4-99cd-41c5-ab97-582a0906e304-16.json",0.957089364529,140.486526489,-4.87272262573,125.224227905,2.96788811684,22.860918045,18.1367683411,0.891972243786,0.528576135635,0.0330360084772,0,0,0,0.627684175968,0,1.25536835194,0.36339610815,4.79022121429,0.693756222725,0.759828209877,0.297324091196,0.462504118681,13.5777997971,5.3848695755,3.9312851429,0,23.6207466125,0.528576135635,1.25536835194,0.308126330376,0.216857299209,0.14167919755,0.090661406517,0.0850967690349,0.0847108364105,0.100171223283,0.147080153227,0.155278101563,0.122679255903,0.104636006057,0.108167506754,0.122564151883,0.178287342191,0.299874782562,0.288288921118,0.197712406516,0.139842256904,0.0919966027141,0.0901331081986,0.113275244832,0.144402787089,0.211634337902,0.111481651664,0.247502431273,0.187972456217,0.128283441067,0.114907614887,0.118845164776,0.218643039465,0.108299985528,0.150809124112,0.231648415327,0.200834050775,0.136771336198,0.160560458899,"A","minor",434.695007324
"ab-duplicates100-2016-03-02/c9/c9b373a4-99cd-41c5-ab97-582a0906e304-17.json",0.968591988087,136.672653198,-5.31782722473,126.003356934,3.03619432449,16.745923996,20.5842399597,7.88043498993,4.17798900604,1.76630437374,0.441576093435,0,0,0,0.577445626259,0.645380437374,0.135869562626,3.94021749496,0.78125,0,0.305706530809,0,13.7567930222,3.63451075554,3.63451075554,0.0679347813129,19.7350540161,0.339673906565,0.849184811115,0.295840471983,0.173688217998,0.13620659709,0.0988850370049,0.100837133825,0.101068198681,0.133629485965,0.177697464824,0.15866227448,0.119143716991,0.106488443911,0.131556034088,0.11993843317,0.273809939623,0.367869883776,0.273027807474,0.168071419001,0.116688914597,0.0862870961428,0.0914573222399,0.117865182459,0.162361100316,0.22922667861,0.116122372448,0.237970352173,0.176655247808,0.133262291551,0.116112172604,0.147242426872,0.27480328083,0.120342224836,0.193026229739,0.242986410856,0.179651349783,0.165284514427,0.188306555152,"A","minor",441.272583008
